file, #v, #c, #l
rand100_q0.7/28.4.cnf, 100, 28, 84
rand100_q0.7/280.16.cnf, 100, 280, 840
rand100_q0.7/282.15.cnf, 100, 282, 846
rand100_q0.7/30.17.cnf, 100, 30, 90
rand100_q0.7/230.19.cnf, 100, 230, 690
rand100_q0.7/99.12.cnf, 100, 99, 297
rand100_q0.7/282.6.cnf, 100, 282, 846
rand100_q0.7/51.2.cnf, 100, 51, 153
rand100_q0.7/217.17.cnf, 100, 217, 651
rand100_q0.7/38.2.cnf, 100, 38, 114
rand100_q0.7/111.12.cnf, 100, 111, 333
rand100_q0.7/157.10.cnf, 100, 157, 471
rand100_q0.7/337.11.cnf, 100, 337, 1011
rand100_q0.7/136.2.cnf, 100, 136, 408
rand100_q0.7/183.8.cnf, 100, 183, 549
rand100_q0.7/284.12.cnf, 100, 284, 852
rand100_q0.7/49.7.cnf, 100, 49, 147
rand100_q0.7/213.19.cnf, 100, 213, 639
rand100_q0.7/336.15.cnf, 100, 336, 1008
rand100_q0.7/135.8.cnf, 100, 135, 405
rand100_q0.7/241.16.cnf, 100, 241, 723
rand100_q0.7/191.11.cnf, 100, 191, 573
rand100_q0.7/59.5.cnf, 100, 59, 177
rand100_q0.7/10.10.cnf, 100, 10, 30
rand100_q0.7/183.15.cnf, 100, 183, 549
rand100_q0.7/289.8.cnf, 100, 289, 867
rand100_q0.7/226.18.cnf, 100, 226, 678
rand100_q0.7/170.16.cnf, 100, 170, 510
rand100_q0.7/69.3.cnf, 100, 69, 207
rand100_q0.7/289.20.cnf, 100, 289, 867
rand100_q0.7/46.12.cnf, 100, 46, 138
rand100_q0.7/108.3.cnf, 100, 108, 324
rand100_q0.7/79.1.cnf, 100, 79, 237
rand100_q0.7/127.6.cnf, 100, 127, 381
rand100_q0.7/24.20.cnf, 100, 24, 72
rand100_q0.7/289.11.cnf, 100, 289, 867
rand100_q0.7/152.19.cnf, 100, 152, 456
rand100_q0.7/316.8.cnf, 100, 316, 948
rand100_q0.7/30.16.cnf, 100, 30, 90
rand100_q0.7/144.8.cnf, 100, 144, 432
rand100_q0.7/142.11.cnf, 100, 142, 426
rand100_q0.7/359.1.cnf, 100, 359, 1077
rand100_q0.7/299.4.cnf, 100, 299, 897
rand100_q0.7/350.12.cnf, 100, 350, 1050
rand100_q0.7/141.13.cnf, 100, 141, 423
rand100_q0.7/315.5.cnf, 100, 315, 945
rand100_q0.7/19.2.cnf, 100, 19, 57
rand100_q0.7/276.1.cnf, 100, 276, 828
rand100_q0.7/41.14.cnf, 100, 41, 123
rand100_q0.7/323.20.cnf, 100, 323, 969
rand100_q0.7/16.18.cnf, 100, 16, 48
rand100_q0.7/295.16.cnf, 100, 295, 885
rand100_q0.7/326.20.cnf, 100, 326, 978
rand100_q0.7/327.12.cnf, 100, 327, 981
rand100_q0.7/54.13.cnf, 100, 54, 162
rand100_q0.7/277.6.cnf, 100, 277, 831
rand100_q0.7/347.18.cnf, 100, 347, 1041
rand100_q0.7/267.6.cnf, 100, 267, 801
rand100_q0.7/344.16.cnf, 100, 344, 1032
rand100_q0.7/132.13.cnf, 100, 132, 396
rand100_q0.7/277.5.cnf, 100, 277, 831
rand100_q0.7/67.16.cnf, 100, 67, 201
rand100_q0.7/181.3.cnf, 100, 181, 543
rand100_q0.7/273.16.cnf, 100, 273, 819
rand100_q0.7/125.19.cnf, 100, 125, 375
rand100_q0.7/82.13.cnf, 100, 82, 246
rand100_q0.7/178.14.cnf, 100, 178, 534
rand100_q0.7/202.17.cnf, 100, 202, 606
rand100_q0.7/341.15.cnf, 100, 341, 1023
rand100_q0.7/118.8.cnf, 100, 118, 354
rand100_q0.7/150.16.cnf, 100, 150, 450
rand100_q0.7/107.1.cnf, 100, 107, 321
rand100_q0.7/383.12.cnf, 100, 383, 1149
rand100_q0.7/192.15.cnf, 100, 192, 576
rand100_q0.7/235.15.cnf, 100, 235, 705
rand100_q0.7/88.13.cnf, 100, 88, 264
rand100_q0.7/308.6.cnf, 100, 308, 924
rand100_q0.7/259.5.cnf, 100, 259, 777
rand100_q0.7/373.2.cnf, 100, 373, 1119
rand100_q0.7/92.8.cnf, 100, 92, 276
rand100_q0.7/271.12.cnf, 100, 271, 813
rand100_q0.7/219.17.cnf, 100, 219, 657
rand100_q0.7/127.12.cnf, 100, 127, 381
rand100_q0.7/125.13.cnf, 100, 125, 375
rand100_q0.7/231.17.cnf, 100, 231, 693
rand100_q0.7/39.14.cnf, 100, 39, 117
rand100_q0.7/247.20.cnf, 100, 247, 741
rand100_q0.7/143.10.cnf, 100, 143, 429
rand100_q0.7/266.12.cnf, 100, 266, 798
rand100_q0.7/233.16.cnf, 100, 233, 699
rand100_q0.7/281.13.cnf, 100, 281, 843
rand100_q0.7/173.20.cnf, 100, 173, 519
