file, #v, #c, #l
rand100_q0.3/28.4.cnf, 100, 28, 84
rand100_q0.3/280.16.cnf, 100, 280, 840
rand100_q0.3/282.15.cnf, 100, 282, 846
rand100_q0.3/30.17.cnf, 100, 30, 90
rand100_q0.3/230.19.cnf, 100, 230, 690
rand100_q0.3/459.18.cnf, 100, 459, 1377
rand100_q0.3/99.12.cnf, 100, 99, 297
rand100_q0.3/417.13.cnf, 100, 417, 1251
rand100_q0.3/282.6.cnf, 100, 282, 846
rand100_q0.3/51.2.cnf, 100, 51, 153
rand100_q0.3/217.17.cnf, 100, 217, 651
rand100_q0.3/38.2.cnf, 100, 38, 114
rand100_q0.3/385.5.cnf, 100, 385, 1155
rand100_q0.3/111.12.cnf, 100, 111, 333
rand100_q0.3/398.19.cnf, 100, 398, 1194
rand100_q0.3/393.6.cnf, 100, 393, 1179
rand100_q0.3/404.2.cnf, 100, 404, 1212
rand100_q0.3/157.10.cnf, 100, 157, 471
rand100_q0.3/337.11.cnf, 100, 337, 1011
rand100_q0.3/136.2.cnf, 100, 136, 408
rand100_q0.3/183.8.cnf, 100, 183, 549
rand100_q0.3/284.12.cnf, 100, 284, 852
rand100_q0.3/49.7.cnf, 100, 49, 147
rand100_q0.3/213.19.cnf, 100, 213, 639
rand100_q0.3/336.15.cnf, 100, 336, 1008
rand100_q0.3/135.8.cnf, 100, 135, 405
rand100_q0.3/241.16.cnf, 100, 241, 723
rand100_q0.3/191.11.cnf, 100, 191, 573
rand100_q0.3/345.13.cnf, 100, 345, 1035
rand100_q0.3/59.5.cnf, 100, 59, 177
rand100_q0.3/10.10.cnf, 100, 10, 30
rand100_q0.3/183.15.cnf, 100, 183, 549
rand100_q0.3/289.8.cnf, 100, 289, 867
rand100_q0.3/226.18.cnf, 100, 226, 678
rand100_q0.3/170.16.cnf, 100, 170, 510
rand100_q0.3/69.3.cnf, 100, 69, 207
rand100_q0.3/289.20.cnf, 100, 289, 867
rand100_q0.3/46.12.cnf, 100, 46, 138
rand100_q0.3/108.3.cnf, 100, 108, 324
rand100_q0.3/79.1.cnf, 100, 79, 237
rand100_q0.3/127.6.cnf, 100, 127, 381
rand100_q0.3/402.19.cnf, 100, 402, 1206
rand100_q0.3/24.20.cnf, 100, 24, 72
rand100_q0.3/289.11.cnf, 100, 289, 867
rand100_q0.3/152.19.cnf, 100, 152, 456
rand100_q0.3/30.16.cnf, 100, 30, 90
rand100_q0.3/316.8.cnf, 100, 316, 948
rand100_q0.3/144.8.cnf, 100, 144, 432
rand100_q0.3/428.9.cnf, 100, 428, 1284
rand100_q0.3/142.11.cnf, 100, 142, 426
rand100_q0.3/359.1.cnf, 100, 359, 1077
rand100_q0.3/299.4.cnf, 100, 299, 897
rand100_q0.3/141.13.cnf, 100, 141, 423
rand100_q0.3/350.12.cnf, 100, 350, 1050
rand100_q0.3/397.11.cnf, 100, 397, 1191
rand100_q0.3/280.4.cnf, 100, 280, 840
rand100_q0.3/304.11.cnf, 100, 304, 912
rand100_q0.3/315.5.cnf, 100, 315, 945
rand100_q0.3/19.2.cnf, 100, 19, 57
rand100_q0.3/276.1.cnf, 100, 276, 828
rand100_q0.3/41.14.cnf, 100, 41, 123
rand100_q0.3/323.20.cnf, 100, 323, 969
rand100_q0.3/16.18.cnf, 100, 16, 48
rand100_q0.3/410.5.cnf, 100, 410, 1230
rand100_q0.3/395.9.cnf, 100, 395, 1185
rand100_q0.3/295.16.cnf, 100, 295, 885
rand100_q0.3/326.20.cnf, 100, 326, 978
rand100_q0.3/327.12.cnf, 100, 327, 981
rand100_q0.3/54.13.cnf, 100, 54, 162
rand100_q0.3/277.6.cnf, 100, 277, 831
rand100_q0.3/394.14.cnf, 100, 394, 1182
rand100_q0.3/347.18.cnf, 100, 347, 1041
rand100_q0.3/267.6.cnf, 100, 267, 801
rand100_q0.3/344.16.cnf, 100, 344, 1032
rand100_q0.3/132.13.cnf, 100, 132, 396
rand100_q0.3/277.5.cnf, 100, 277, 831
rand100_q0.3/430.17.cnf, 100, 430, 1290
rand100_q0.3/362.5.cnf, 100, 362, 1086
rand100_q0.3/67.16.cnf, 100, 67, 201
rand100_q0.3/181.3.cnf, 100, 181, 543
rand100_q0.3/273.16.cnf, 100, 273, 819
rand100_q0.3/125.19.cnf, 100, 125, 375
rand100_q0.3/358.19.cnf, 100, 358, 1074
rand100_q0.3/82.13.cnf, 100, 82, 246
rand100_q0.3/178.14.cnf, 100, 178, 534
rand100_q0.3/404.17.cnf, 100, 404, 1212
rand100_q0.3/202.17.cnf, 100, 202, 606
rand100_q0.3/341.15.cnf, 100, 341, 1023
rand100_q0.3/118.8.cnf, 100, 118, 354
rand100_q0.3/150.16.cnf, 100, 150, 450
rand100_q0.3/107.1.cnf, 100, 107, 321
rand100_q0.3/383.12.cnf, 100, 383, 1149
rand100_q0.3/192.15.cnf, 100, 192, 576
rand100_q0.3/235.15.cnf, 100, 235, 705
rand100_q0.3/88.13.cnf, 100, 88, 264
rand100_q0.3/259.5.cnf, 100, 259, 777
rand100_q0.3/308.6.cnf, 100, 308, 924
rand100_q0.3/373.2.cnf, 100, 373, 1119
rand100_q0.3/92.8.cnf, 100, 92, 276
rand100_q0.3/271.12.cnf, 100, 271, 813
rand100_q0.3/219.17.cnf, 100, 219, 657
rand100_q0.3/127.12.cnf, 100, 127, 381
rand100_q0.3/125.13.cnf, 100, 125, 375
rand100_q0.3/231.17.cnf, 100, 231, 693
rand100_q0.3/39.14.cnf, 100, 39, 117
rand100_q0.3/247.20.cnf, 100, 247, 741
rand100_q0.3/143.10.cnf, 100, 143, 429
rand100_q0.3/266.12.cnf, 100, 266, 798
rand100_q0.3/233.16.cnf, 100, 233, 699
rand100_q0.3/281.13.cnf, 100, 281, 843
