file, #v, #c, #l
r50k3/50.99.1.cnf, 50, 99, 297
r50k3/50.107.2.cnf, 50, 107, 321
r50k3/50.38.0.cnf, 50, 38, 114
r50k3/50.113.0.cnf, 50, 113, 339
r50k3/50.99.2.cnf, 50, 99, 297
r50k3/50.93.0.cnf, 50, 93, 279
r50k3/50.197.0.cnf, 50, 197, 591
r50k3/50.102.0.cnf, 50, 102, 306
r50k3/50.46.2.cnf, 50, 46, 138
r50k3/50.167.2.cnf, 50, 167, 501
r50k3/50.79.1.cnf, 50, 79, 237
r50k3/50.206.2.cnf, 50, 206, 618
r50k3/50.135.1.cnf, 50, 135, 405
r50k3/50.37.0.cnf, 50, 37, 111
r50k3/50.150.1.cnf, 50, 150, 450
r50k3/50.57.2.cnf, 50, 57, 171
r50k3/50.150.2.cnf, 50, 150, 450
r50k3/50.60.2.cnf, 50, 60, 180
r50k3/50.122.2.cnf, 50, 122, 366
r50k3/50.119.0.cnf, 50, 119, 357
r50k3/50.52.1.cnf, 50, 52, 156
r50k3/50.44.1.cnf, 50, 44, 132
r50k3/50.177.1.cnf, 50, 177, 531
r50k3/50.142.1.cnf, 50, 142, 426
r50k3/50.80.1.cnf, 50, 80, 240
r50k3/50.153.1.cnf, 50, 153, 459
r50k3/50.172.2.cnf, 50, 172, 516
r50k3/50.22.2.cnf, 50, 22, 66
r50k3/50.268.1.cnf, 50, 268, 804
r50k3/50.41.0.cnf, 50, 41, 123
r50k3/50.4.0.cnf, 50, 4, 12
r50k3/50.86.1.cnf, 50, 86, 258
r50k3/50.52.2.cnf, 50, 52, 156
r50k3/50.132.2.cnf, 50, 132, 396
r50k3/50.145.0.cnf, 50, 145, 435
r50k3/50.143.0.cnf, 50, 143, 429
r50k3/50.188.1.cnf, 50, 188, 564
r50k3/50.65.2.cnf, 50, 65, 195
r50k3/50.266.0.cnf, 50, 266, 798
r50k3/50.16.0.cnf, 50, 16, 48
r50k3/50.181.2.cnf, 50, 181, 543
r50k3/50.67.2.cnf, 50, 67, 201
r50k3/50.77.2.cnf, 50, 77, 231
r50k3/50.102.1.cnf, 50, 102, 306
r50k3/50.29.1.cnf, 50, 29, 87
r50k3/50.68.0.cnf, 50, 68, 204
r50k3/50.28.1.cnf, 50, 28, 84
r50k3/50.217.0.cnf, 50, 217, 651
r50k3/50.39.0.cnf, 50, 39, 117
r50k3/50.95.0.cnf, 50, 95, 285
r50k3/50.138.0.cnf, 50, 138, 414
r50k3/50.18.1.cnf, 50, 18, 54
r50k3/50.219.2.cnf, 50, 219, 657
r50k3/50.69.0.cnf, 50, 69, 207
r50k3/50.85.0.cnf, 50, 85, 255
r50k3/50.103.2.cnf, 50, 103, 309
r50k3/50.202.0.cnf, 50, 202, 606
r50k3/50.142.2.cnf, 50, 142, 426
r50k3/50.96.1.cnf, 50, 96, 288
r50k3/50.195.2.cnf, 50, 195, 585
r50k3/50.201.1.cnf, 50, 201, 603
r50k3/50.94.0.cnf, 50, 94, 282
r50k3/50.134.2.cnf, 50, 134, 402
r50k3/50.130.2.cnf, 50, 130, 390
r50k3/50.33.1.cnf, 50, 33, 99
r50k3/50.149.1.cnf, 50, 149, 447
r50k3/50.237.0.cnf, 50, 237, 711
r50k3/50.92.0.cnf, 50, 92, 276
r50k3/50.147.1.cnf, 50, 147, 441
r50k3/50.93.2.cnf, 50, 93, 279
r50k3/50.204.2.cnf, 50, 204, 612
r50k3/50.108.1.cnf, 50, 108, 324
