file, #v, #c, #l
r50k4/50.455.0.cnf, 50, 455, 1820
r50k4/50.57.0.cnf, 50, 57, 228
r50k4/50.142.2.cnf, 50, 142, 568
r50k4/50.338.1.cnf, 50, 338, 1352
r50k4/50.37.2.cnf, 50, 37, 148
r50k4/50.494.2.cnf, 50, 494, 1976
r50k4/50.357.0.cnf, 50, 357, 1428
r50k4/50.295.2.cnf, 50, 295, 1180
r50k4/50.44.1.cnf, 50, 44, 176
r50k4/50.306.1.cnf, 50, 306, 1224
r50k4/50.401.0.cnf, 50, 401, 1604
r50k4/50.278.0.cnf, 50, 278, 1112
r50k4/50.332.1.cnf, 50, 332, 1328
r50k4/50.213.1.cnf, 50, 213, 852
r50k4/50.258.1.cnf, 50, 258, 1032
r50k4/50.415.1.cnf, 50, 415, 1660
r50k4/50.97.2.cnf, 50, 97, 388
r50k4/50.462.0.cnf, 50, 462, 1848
r50k4/50.233.2.cnf, 50, 233, 932
r50k4/50.140.1.cnf, 50, 140, 560
r50k4/50.356.0.cnf, 50, 356, 1424
r50k4/50.72.2.cnf, 50, 72, 288
r50k4/50.347.1.cnf, 50, 347, 1388
r50k4/50.165.2.cnf, 50, 165, 660
r50k4/50.262.0.cnf, 50, 262, 1048
r50k4/50.505.0.cnf, 50, 505, 2020
r50k4/50.64.2.cnf, 50, 64, 256
r50k4/50.135.0.cnf, 50, 135, 540
r50k4/50.253.2.cnf, 50, 253, 1012
r50k4/50.21.0.cnf, 50, 21, 84
r50k4/50.393.1.cnf, 50, 393, 1572
r50k4/50.189.1.cnf, 50, 189, 756
r50k4/50.206.1.cnf, 50, 206, 824
r50k4/50.406.1.cnf, 50, 406, 1624
r50k4/50.417.0.cnf, 50, 417, 1668
r50k4/50.196.1.cnf, 50, 196, 784
r50k4/50.190.2.cnf, 50, 190, 760
r50k4/50.186.1.cnf, 50, 186, 744
r50k4/50.442.2.cnf, 50, 442, 1768
r50k4/50.309.1.cnf, 50, 309, 1236
r50k4/50.289.2.cnf, 50, 289, 1156
r50k4/50.45.1.cnf, 50, 45, 180
r50k4/50.435.2.cnf, 50, 435, 1740
r50k4/50.306.0.cnf, 50, 306, 1224
r50k4/50.466.0.cnf, 50, 466, 1864
r50k4/50.367.1.cnf, 50, 367, 1468
r50k4/50.401.1.cnf, 50, 401, 1604
r50k4/50.374.0.cnf, 50, 374, 1496
r50k4/50.335.1.cnf, 50, 335, 1340
r50k4/50.292.0.cnf, 50, 292, 1168
r50k4/50.157.0.cnf, 50, 157, 628
r50k4/50.404.1.cnf, 50, 404, 1616
r50k4/50.191.0.cnf, 50, 191, 764
r50k4/50.480.2.cnf, 50, 480, 1920
r50k4/50.233.0.cnf, 50, 233, 932
r50k4/50.284.1.cnf, 50, 284, 1136
r50k4/50.248.0.cnf, 50, 248, 992
r50k4/50.14.2.cnf, 50, 14, 56
r50k4/50.438.0.cnf, 50, 438, 1752
r50k4/50.118.2.cnf, 50, 118, 472
r50k4/50.136.2.cnf, 50, 136, 544
r50k4/50.273.0.cnf, 50, 273, 1092
r50k4/50.15.0.cnf, 50, 15, 60
r50k4/50.491.2.cnf, 50, 491, 1964
r50k4/50.37.1.cnf, 50, 37, 148
r50k4/50.219.0.cnf, 50, 219, 876
r50k4/50.264.2.cnf, 50, 264, 1056
r50k4/50.17.1.cnf, 50, 17, 68
