file, #v, #c, #l
rand100_q0.6/28.4.cnf, 100, 28, 84
rand100_q0.6/280.16.cnf, 100, 280, 840
rand100_q0.6/282.15.cnf, 100, 282, 846
rand100_q0.6/30.17.cnf, 100, 30, 90
rand100_q0.6/230.19.cnf, 100, 230, 690
rand100_q0.6/99.12.cnf, 100, 99, 297
rand100_q0.6/282.6.cnf, 100, 282, 846
rand100_q0.6/51.2.cnf, 100, 51, 153
rand100_q0.6/217.17.cnf, 100, 217, 651
rand100_q0.6/38.2.cnf, 100, 38, 114
rand100_q0.6/385.5.cnf, 100, 385, 1155
rand100_q0.6/111.12.cnf, 100, 111, 333
rand100_q0.6/398.19.cnf, 100, 398, 1194
rand100_q0.6/393.6.cnf, 100, 393, 1179
rand100_q0.6/157.10.cnf, 100, 157, 471
rand100_q0.6/337.11.cnf, 100, 337, 1011
rand100_q0.6/136.2.cnf, 100, 136, 408
rand100_q0.6/183.8.cnf, 100, 183, 549
rand100_q0.6/284.12.cnf, 100, 284, 852
rand100_q0.6/49.7.cnf, 100, 49, 147
rand100_q0.6/135.8.cnf, 100, 135, 405
rand100_q0.6/213.19.cnf, 100, 213, 639
rand100_q0.6/241.16.cnf, 100, 241, 723
rand100_q0.6/59.5.cnf, 100, 59, 177
rand100_q0.6/191.11.cnf, 100, 191, 573
rand100_q0.6/345.13.cnf, 100, 345, 1035
rand100_q0.6/10.10.cnf, 100, 10, 30
rand100_q0.6/183.15.cnf, 100, 183, 549
rand100_q0.6/289.8.cnf, 100, 289, 867
rand100_q0.6/226.18.cnf, 100, 226, 678
rand100_q0.6/170.16.cnf, 100, 170, 510
rand100_q0.6/289.20.cnf, 100, 289, 867
rand100_q0.6/69.3.cnf, 100, 69, 207
rand100_q0.6/46.12.cnf, 100, 46, 138
rand100_q0.6/108.3.cnf, 100, 108, 324
rand100_q0.6/79.1.cnf, 100, 79, 237
rand100_q0.6/127.6.cnf, 100, 127, 381
rand100_q0.6/402.19.cnf, 100, 402, 1206
rand100_q0.6/24.20.cnf, 100, 24, 72
rand100_q0.6/289.11.cnf, 100, 289, 867
rand100_q0.6/152.19.cnf, 100, 152, 456
rand100_q0.6/316.8.cnf, 100, 316, 948
rand100_q0.6/30.16.cnf, 100, 30, 90
rand100_q0.6/142.11.cnf, 100, 142, 426
rand100_q0.6/144.8.cnf, 100, 144, 432
rand100_q0.6/299.4.cnf, 100, 299, 897
rand100_q0.6/350.12.cnf, 100, 350, 1050
rand100_q0.6/141.13.cnf, 100, 141, 423
rand100_q0.6/280.4.cnf, 100, 280, 840
rand100_q0.6/304.11.cnf, 100, 304, 912
rand100_q0.6/315.5.cnf, 100, 315, 945
rand100_q0.6/19.2.cnf, 100, 19, 57
rand100_q0.6/276.1.cnf, 100, 276, 828
rand100_q0.6/41.14.cnf, 100, 41, 123
rand100_q0.6/323.20.cnf, 100, 323, 969
rand100_q0.6/16.18.cnf, 100, 16, 48
rand100_q0.6/446.12.cnf, 100, 446, 1338
