file, q
Benchmarks/Blasted_Real/blasted_case200.cnf, 0.220332
Benchmarks/Blasted_Real/blasted_case206.cnf, 0.220332
Benchmarks/Blasted_Real/blasted_case60.cnf, 0.34121
Benchmarks/V15/s27_new_15_7.cnf, 0.333907
Benchmarks/V3/s27_new_3_2.cnf, 0.333907
Benchmarks/V7/s27_new_7_4.cnf, 0.333907
Benchmarks/V3/s27_3_2.cnf, 0.341173
Benchmarks/V7/s27_7_4.cnf, 0.341173
Benchmarks/Blasted_Real/blasted_case103.cnf, 0.417255
Benchmarks/V15/s27_15_7.cnf, 0.341173
Benchmarks/Blasted_Real/blasted_case102.cnf, 0.417255
Benchmarks/Blasted_Real/blasted_case127.cnf, 0.444661
Benchmarks/Blasted_Real/blasted_case128.cnf, 0.444661
Benchmarks/FeatureModels/FM-3.6.1-refined.cnf, 0.531546
Benchmarks/Blasted_Real/blasted_case28.cnf, 0.417946
Benchmarks/Blasted_Real/blasted_case33.cnf, 0.417946
Benchmarks/Blasted_Real/blasted_case27.cnf, 0.417946
Benchmarks/Blasted_Real/blasted_case32.cnf, 0.417946
Benchmarks/Blasted_Real/blasted_case26.cnf, 0.417946
Benchmarks/Blasted_Real/blasted_case31.cnf, 0.417946
Benchmarks/Blasted_Real/blasted_case134.cnf, 0.654944
Benchmarks/Blasted_Real/blasted_case137.cnf, 0.654944
Benchmarks/Blasted_Real/blasted_case36.cnf, 0.527955
Benchmarks/Blasted_Real/blasted_case24.cnf, 0.447952
Benchmarks/Blasted_Real/blasted_case29.cnf, 0.447952
Benchmarks/tutorial1.sk_1_1.cnf, 0
Benchmarks/Blasted_Real/blasted_case25.cnf, 0.451107
Benchmarks/Blasted_Real/blasted_case30.cnf, 0.451107
Benchmarks/Blasted_Real/blasted_case100.cnf, 0.64194
Benchmarks/Blasted_Real/blasted_case101.cnf, 0.64194
Benchmarks/Blasted_Real/blasted_case17.cnf, 0.511014
Benchmarks/Blasted_Real/blasted_case23.cnf, 0.511014
Benchmarks/Blasted_Real/blasted_case59_1.cnf, 0.56948
Benchmarks/Blasted_Real/blasted_case59.cnf, 0.56948
Benchmarks/Blasted_Real/blasted_case64.cnf, 0.575014
Benchmarks/Blasted_Real/blasted_case58.cnf, 0.55557
Benchmarks/Blasted_Real/blasted_case63.cnf, 0.545076
Benchmarks/Blasted_Real/blasted_case4.cnf, 0.488515
Benchmarks/Blasted_Real/blasted_case11.cnf, 0.447249
Benchmarks/Blasted_Real/blasted_case43.cnf, 0.445488
Benchmarks/Blasted_Real/blasted_case45.cnf, 0.445488
Benchmarks/Blasted_Real/blasted_case7.cnf, 0.542786
Benchmarks/Blasted_Real/blasted_case47.cnf, 0.602782
Benchmarks/Blasted_Real/blasted_case21.cnf, 0.393778
Benchmarks/Blasted_Real/blasted_case22.cnf, 0.477887
Benchmarks/Blasted_Real/blasted_case51.cnf, 0.52326
Benchmarks/Blasted_Real/blasted_case52.cnf, 0.52326
Benchmarks/Blasted_Real/blasted_case53.cnf, 0.52326
Benchmarks/Blasted_Real/blasted_case124.cnf, 0.574374
Benchmarks/Blasted_Real/blasted_case112.cnf, 0.439679
Benchmarks/Blasted_Real/blasted_case38.cnf, 0.531522
Benchmarks/Blasted_Real/blasted_case55.cnf, 0.49488
Benchmarks/Blasted_Real/blasted_case8.cnf, 0.541535
Benchmarks/Blasted_Real/blasted_case105.cnf, 0.586486
Benchmarks/Blasted_Real/blasted_case44.cnf, 0.48937
Benchmarks/Blasted_Real/blasted_case46.cnf, 0.330084
Benchmarks/Blasted_Real/blasted_case5.cnf, 0.54723
Benchmarks/Blasted_Real/blasted_case68.cnf, 0.523839
