file, #v, #c, #l
rand100_q0.5/28.4.cnf, 100, 28, 84
rand100_q0.5/280.16.cnf, 100, 280, 840
rand100_q0.5/282.15.cnf, 100, 282, 846
rand100_q0.5/30.17.cnf, 100, 30, 90
rand100_q0.5/230.19.cnf, 100, 230, 690
rand100_q0.5/99.12.cnf, 100, 99, 297
rand100_q0.5/417.13.cnf, 100, 417, 1251
rand100_q0.5/282.6.cnf, 100, 282, 846
rand100_q0.5/51.2.cnf, 100, 51, 153
rand100_q0.5/217.17.cnf, 100, 217, 651
rand100_q0.5/38.2.cnf, 100, 38, 114
rand100_q0.5/385.5.cnf, 100, 385, 1155
rand100_q0.5/111.12.cnf, 100, 111, 333
rand100_q0.5/398.19.cnf, 100, 398, 1194
rand100_q0.5/393.6.cnf, 100, 393, 1179
rand100_q0.5/404.2.cnf, 100, 404, 1212
rand100_q0.5/157.10.cnf, 100, 157, 471
rand100_q0.5/337.11.cnf, 100, 337, 1011
rand100_q0.5/136.2.cnf, 100, 136, 408
rand100_q0.5/183.8.cnf, 100, 183, 549
rand100_q0.5/284.12.cnf, 100, 284, 852
rand100_q0.5/49.7.cnf, 100, 49, 147
rand100_q0.5/213.19.cnf, 100, 213, 639
rand100_q0.5/336.15.cnf, 100, 336, 1008
rand100_q0.5/135.8.cnf, 100, 135, 405
rand100_q0.5/241.16.cnf, 100, 241, 723
rand100_q0.5/419.2.cnf, 100, 419, 1257
rand100_q0.5/191.11.cnf, 100, 191, 573
rand100_q0.5/59.5.cnf, 100, 59, 177
rand100_q0.5/10.10.cnf, 100, 10, 30
rand100_q0.5/183.15.cnf, 100, 183, 549
rand100_q0.5/289.8.cnf, 100, 289, 867
rand100_q0.5/226.18.cnf, 100, 226, 678
rand100_q0.5/170.16.cnf, 100, 170, 510
rand100_q0.5/69.3.cnf, 100, 69, 207
rand100_q0.5/289.20.cnf, 100, 289, 867
rand100_q0.5/46.12.cnf, 100, 46, 138
rand100_q0.5/108.3.cnf, 100, 108, 324
rand100_q0.5/79.1.cnf, 100, 79, 237
rand100_q0.5/127.6.cnf, 100, 127, 381
rand100_q0.5/24.20.cnf, 100, 24, 72
rand100_q0.5/289.11.cnf, 100, 289, 867
rand100_q0.5/152.19.cnf, 100, 152, 456
rand100_q0.5/316.8.cnf, 100, 316, 948
rand100_q0.5/30.16.cnf, 100, 30, 90
rand100_q0.5/144.8.cnf, 100, 144, 432
rand100_q0.5/428.9.cnf, 100, 428, 1284
rand100_q0.5/142.11.cnf, 100, 142, 426
rand100_q0.5/359.1.cnf, 100, 359, 1077
rand100_q0.5/299.4.cnf, 100, 299, 897
