file, #v, #c, #l
r75k3q0.4/194.4.cnf, 75, 194, 582
r75k3q0.4/34.2.cnf, 75, 34, 102
r75k3q0.4/67.1.cnf, 75, 67, 201
r75k3q0.4/87.1.cnf, 75, 87, 261
r75k3q0.4/68.5.cnf, 75, 68, 204
r75k3q0.4/60.3.cnf, 75, 60, 180
r75k3q0.4/70.4.cnf, 75, 70, 210
r75k3q0.4/158.2.cnf, 75, 158, 474
r75k3q0.4/12.2.cnf, 75, 12, 36
r75k3q0.4/31.4.cnf, 75, 31, 93
r75k3q0.4/107.2.cnf, 75, 107, 321
r75k3q0.4/107.5.cnf, 75, 107, 321
r75k3q0.4/263.2.cnf, 75, 263, 789
r75k3q0.4/153.3.cnf, 75, 153, 459
r75k3q0.4/6.2.cnf, 75, 6, 18
r75k3q0.4/89.4.cnf, 75, 89, 267
r75k3q0.4/8.3.cnf, 75, 8, 24
r75k3q0.4/137.5.cnf, 75, 137, 411
r75k3q0.4/239.1.cnf, 75, 239, 717
r75k3q0.4/217.2.cnf, 75, 217, 651
r75k3q0.4/106.3.cnf, 75, 106, 318
r75k3q0.4/102.5.cnf, 75, 102, 306
r75k3q0.4/79.5.cnf, 75, 79, 237
r75k3q0.4/212.5.cnf, 75, 212, 636
r75k3q0.4/233.2.cnf, 75, 233, 699
r75k3q0.4/287.5.cnf, 75, 287, 861
r75k3q0.4/189.1.cnf, 75, 189, 567
r75k3q0.4/57.1.cnf, 75, 57, 171
r75k3q0.4/102.4.cnf, 75, 102, 306
r75k3q0.4/229.2.cnf, 75, 229, 687
r75k3q0.4/34.4.cnf, 75, 34, 102
r75k3q0.4/279.2.cnf, 75, 279, 837
r75k3q0.4/238.4.cnf, 75, 238, 714
r75k3q0.4/7.3.cnf, 75, 7, 21
r75k3q0.4/272.1.cnf, 75, 272, 816
r75k3q0.4/49.4.cnf, 75, 49, 147
r75k3q0.4/284.4.cnf, 75, 284, 852
r75k3q0.4/42.5.cnf, 75, 42, 126
