file, #v, #c, #l
r75k3q0.7/194.4.cnf, 75, 194, 582
r75k3q0.7/34.2.cnf, 75, 34, 102
r75k3q0.7/67.1.cnf, 75, 67, 201
r75k3q0.7/87.1.cnf, 75, 87, 261
r75k3q0.7/68.5.cnf, 75, 68, 204
r75k3q0.7/60.3.cnf, 75, 60, 180
r75k3q0.7/70.4.cnf, 75, 70, 210
r75k3q0.7/158.2.cnf, 75, 158, 474
r75k3q0.7/12.2.cnf, 75, 12, 36
r75k3q0.7/31.4.cnf, 75, 31, 93
r75k3q0.7/107.2.cnf, 75, 107, 321
r75k3q0.7/107.5.cnf, 75, 107, 321
r75k3q0.7/263.2.cnf, 75, 263, 789
r75k3q0.7/153.3.cnf, 75, 153, 459
r75k3q0.7/6.2.cnf, 75, 6, 18
r75k3q0.7/89.4.cnf, 75, 89, 267
r75k3q0.7/8.3.cnf, 75, 8, 24
r75k3q0.7/137.5.cnf, 75, 137, 411
r75k3q0.7/239.1.cnf, 75, 239, 717
r75k3q0.7/217.2.cnf, 75, 217, 651
r75k3q0.7/106.3.cnf, 75, 106, 318
r75k3q0.7/102.5.cnf, 75, 102, 306
r75k3q0.7/79.5.cnf, 75, 79, 237
r75k3q0.7/212.5.cnf, 75, 212, 636
r75k3q0.7/189.1.cnf, 75, 189, 567
r75k3q0.7/57.1.cnf, 75, 57, 171
r75k3q0.7/102.4.cnf, 75, 102, 306
r75k3q0.7/229.2.cnf, 75, 229, 687
r75k3q0.7/34.4.cnf, 75, 34, 102
r75k3q0.7/279.2.cnf, 75, 279, 837
r75k3q0.7/238.4.cnf, 75, 238, 714
r75k3q0.7/7.3.cnf, 75, 7, 21
r75k3q0.7/49.4.cnf, 75, 49, 147
r75k3q0.7/284.4.cnf, 75, 284, 852
r75k3q0.7/42.5.cnf, 75, 42, 126
r75k3q0.7/102.1.cnf, 75, 102, 306
r75k3q0.7/309.3.cnf, 75, 309, 927
r75k3q0.7/178.4.cnf, 75, 178, 534
r75k3q0.7/188.5.cnf, 75, 188, 564
r75k3q0.7/105.1.cnf, 75, 105, 315
r75k3q0.7/293.2.cnf, 75, 293, 879
r75k3q0.7/134.2.cnf, 75, 134, 402
r75k3q0.7/29.2.cnf, 75, 29, 87
r75k3q0.7/192.4.cnf, 75, 192, 576
r75k3q0.7/109.2.cnf, 75, 109, 327
r75k3q0.7/33.5.cnf, 75, 33, 99
r75k3q0.7/220.5.cnf, 75, 220, 660
r75k3q0.7/244.2.cnf, 75, 244, 732
r75k3q0.7/43.1.cnf, 75, 43, 129
r75k3q0.7/157.3.cnf, 75, 157, 471
r75k3q0.7/157.1.cnf, 75, 157, 471
r75k3q0.7/196.4.cnf, 75, 196, 588
r75k3q0.7/155.2.cnf, 75, 155, 465
r75k3q0.7/12.4.cnf, 75, 12, 36
r75k3q0.7/93.2.cnf, 75, 93, 279
r75k3q0.7/80.1.cnf, 75, 80, 240
r75k3q0.7/44.3.cnf, 75, 44, 132
r75k3q0.7/221.5.cnf, 75, 221, 663
r75k3q0.7/318.5.cnf, 75, 318, 954
r75k3q0.7/149.3.cnf, 75, 149, 447
r75k3q0.7/37.2.cnf, 75, 37, 111
r75k3q0.7/230.3.cnf, 75, 230, 690
r75k3q0.7/152.4.cnf, 75, 152, 456
r75k3q0.7/135.4.cnf, 75, 135, 405
r75k3q0.7/73.5.cnf, 75, 73, 219
r75k3q0.7/257.2.cnf, 75, 257, 771
r75k3q0.7/184.3.cnf, 75, 184, 552
r75k3q0.7/352.1.cnf, 75, 352, 1056
r75k3q0.7/26.5.cnf, 75, 26, 78
r75k3q0.7/161.2.cnf, 75, 161, 483
r75k3q0.7/148.3.cnf, 75, 148, 444
r75k3q0.7/114.2.cnf, 75, 114, 342
r75k3q0.7/93.5.cnf, 75, 93, 279
r75k3q0.7/180.2.cnf, 75, 180, 540
r75k3q0.7/19.5.cnf, 75, 19, 57
r75k3q0.7/193.4.cnf, 75, 193, 579
r75k3q0.7/141.3.cnf, 75, 141, 423
r75k3q0.7/21.5.cnf, 75, 21, 63
r75k3q0.7/212.1.cnf, 75, 212, 636
r75k3q0.7/280.4.cnf, 75, 280, 840
r75k3q0.7/135.5.cnf, 75, 135, 405
r75k3q0.7/201.4.cnf, 75, 201, 603
r75k3q0.7/223.2.cnf, 75, 223, 669
r75k3q0.7/66.5.cnf, 75, 66, 198
r75k3q0.7/288.3.cnf, 75, 288, 864
r75k3q0.7/89.5.cnf, 75, 89, 267
r75k3q0.7/228.2.cnf, 75, 228, 684
r75k3q0.7/78.2.cnf, 75, 78, 234
r75k3q0.7/197.4.cnf, 75, 197, 591
r75k3q0.7/204.5.cnf, 75, 204, 612
r75k3q0.7/262.3.cnf, 75, 262, 786
r75k3q0.7/133.3.cnf, 75, 133, 399
r75k3q0.7/206.1.cnf, 75, 206, 618
r75k3q0.7/199.1.cnf, 75, 199, 597
r75k3q0.7/6.5.cnf, 75, 6, 18
r75k3q0.7/130.1.cnf, 75, 130, 390
r75k3q0.7/169.2.cnf, 75, 169, 507
r75k3q0.7/56.3.cnf, 75, 56, 168
r75k3q0.7/81.4.cnf, 75, 81, 243
r75k3q0.7/111.2.cnf, 75, 111, 333
r75k3q0.7/48.2.cnf, 75, 48, 144
r75k3q0.7/52.2.cnf, 75, 52, 156
r75k3q0.7/234.2.cnf, 75, 234, 702
r75k3q0.7/210.5.cnf, 75, 210, 630
r75k3q0.7/95.4.cnf, 75, 95, 285
r75k3q0.7/105.2.cnf, 75, 105, 315
r75k3q0.7/27.2.cnf, 75, 27, 81
r75k3q0.7/139.5.cnf, 75, 139, 417
r75k3q0.7/213.3.cnf, 75, 213, 639
r75k3q0.7/234.4.cnf, 75, 234, 702
r75k3q0.7/258.3.cnf, 75, 258, 774
r75k3q0.7/55.1.cnf, 75, 55, 165
r75k3q0.7/236.3.cnf, 75, 236, 708
r75k3q0.7/292.2.cnf, 75, 292, 876
r75k3q0.7/154.4.cnf, 75, 154, 462
r75k3q0.7/243.3.cnf, 75, 243, 729
r75k3q0.7/22.3.cnf, 75, 22, 66
r75k3q0.7/260.4.cnf, 75, 260, 780
r75k3q0.7/253.3.cnf, 75, 253, 759
r75k3q0.7/220.2.cnf, 75, 220, 660
r75k3q0.7/27.3.cnf, 75, 27, 81
r75k3q0.7/28.3.cnf, 75, 28, 84
